CustomerID,Recency,Frequency,Monetary,PurchaseProbability,Segment
14472.0,14,8,1936.84,0.9507968415651281, High Likelihood
15046.0,7,11,3984.5299999999997,0.9506630531404455, High Likelihood
15727.0,17,6,4609.29,0.9506253386822324, High Likelihood
17404.0,33,10,21004.3,0.9504694848282114, High Likelihood
17306.0,10,15,6700.06,0.9502296272565033, High Likelihood
12867.0,6,6,3025.74,0.9499370474579164, High Likelihood
16729.0,9,17,5363.43,0.9494124772789093, High Likelihood
12712.0,17,11,3913.08,0.9491820517091102, High Likelihood
18172.0,9,11,5635.28,0.9485344389210429, High Likelihood
15752.0,3,6,2104.15,0.948287138439366, High Likelihood
14040.0,4,10,2748.31,0.948025117343744, High Likelihood
15301.0,24,9,3747.8,0.9478056328961456, High Likelihood
16353.0,2,14,3467.81,0.9471885489125682, High Likelihood
15290.0,14,12,3392.5899999999997,0.946350591490208, High Likelihood
14713.0,9,9,2029.61,0.9460406591855326, High Likelihood
16701.0,40,10,4050.42,0.9457674591730362, High Likelihood
15125.0,23,12,10795.48,0.9448350151233692, High Likelihood
17001.0,2,8,2793.49,0.944825762663671, High Likelihood
17139.0,33,7,6851.82,0.9448162824892475, High Likelihood
14711.0,1,9,2365.42,0.9446026867440572, High Likelihood
16705.0,9,10,9780.35,0.9424596863071334, High Likelihood
16656.0,6,11,7116.68,0.942452383062398, High Likelihood
15271.0,5,10,1596.62,0.9414887704126399, High Likelihood
17634.0,2,7,2080.45,0.9414241671140656, High Likelihood
15570.0,52,9,2826.68,0.9414099547051807, High Likelihood
16187.0,9,12,5395.7,0.941300128957436, High Likelihood
18226.0,31,9,4251.03,0.9412766456560233, High Likelihood
17613.0,28,9,2991.29,0.9407469639776996, High Likelihood
14367.0,48,10,5448.45,0.9403416867508334, High Likelihood
12678.0,11,9,8282.26,0.9401971623237971, High Likelihood
12753.0,46,5,16620.91,0.9400847519839816, High Likelihood
14062.0,2,10,8800.67,0.939471295584472, High Likelihood
14462.0,31,9,1534.1,0.9393964555296234, High Likelihood
12428.0,30,8,7548.12,0.9389409276087892, High Likelihood
15939.0,17,14,5860.25,0.9385616380803841, High Likelihood
15805.0,16,11,3568.0,0.9380410382365855, High Likelihood
16458.0,16,11,2151.5,0.937991129549182, High Likelihood
13137.0,3,5,1931.04,0.936618181860483, High Likelihood
15984.0,11,7,1848.76,0.9362776738297082, High Likelihood
15251.0,1,8,9695.82,0.9359403940057364, High Likelihood
12431.0,29,11,4874.57,0.9358019746271875, High Likelihood
16393.0,4,9,1765.27,0.9355246028191073, High Likelihood
17857.0,9,14,14254.52,0.9354928786665875, High Likelihood
14755.0,23,7,2867.6800000000003,0.9354770220718911, High Likelihood
16672.0,9,17,6911.84,0.9353138187774471, High Likelihood
14543.0,19,13,3265.1,0.9351857755426635, High Likelihood
17346.0,13,8,1266.21,0.9345741996343967, High Likelihood
14702.0,27,9,1687.7,0.9338967597934187, High Likelihood
13013.0,3,9,3686.09,0.9337446594807942, High Likelihood
13571.0,3,7,1083.83,0.9336479449360608, High Likelihood
16670.0,16,8,3239.9700000000003,0.9335185721929365, High Likelihood
12637.0,2,7,5663.5,0.9334763438495882, High Likelihood
14525.0,10,7,2926.14,0.9333316186407618, High Likelihood
14243.0,5,8,2305.95,0.9333090046016919, High Likelihood
14334.0,4,7,2328.71,0.932930828574784, High Likelihood
12662.0,17,7,2653.66,0.9315444307532842, High Likelihood
12839.0,2,9,3097.39,0.9304053815108098, High Likelihood
14410.0,2,9,1105.07,0.9303379297234717, High Likelihood
17340.0,30,7,7593.65,0.9276180633088636, High Likelihood
13451.0,36,4,2463.39,0.9274320778785601, High Likelihood
16607.0,38,10,2267.58,0.9259458105748644, High Likelihood
15465.0,49,15,5992.129999999999,0.9255828100305797, High Likelihood
17719.0,16,12,4477.4,0.9253897954638138, High Likelihood
12877.0,35,9,1059.23,0.9251825992450133, High Likelihood
12437.0,8,11,2811.41,0.9249672676888079, High Likelihood
13269.0,20,8,2981.45,0.9235348200585559, High Likelihood
14239.0,5,9,1880.89,0.9231229789831242, High Likelihood
13209.0,39,5,4156.08,0.9228428895776593, High Likelihood
16255.0,6,7,2182.79,0.922595713503066, High Likelihood
12417.0,17,7,2816.52,0.9225216459651796, High Likelihood
12423.0,11,7,1650.67,0.922463589998137, High Likelihood
13842.0,66,7,2165.27,0.9213935891602324, High Likelihood
14961.0,1,7,4917.93,0.9212556669360381, High Likelihood
18075.0,16,8,1957.75,0.9212020553088125, High Likelihood
16813.0,7,7,1187.64,0.9209758070800435, High Likelihood
15114.0,3,7,1678.97,0.9206971085752191, High Likelihood
14587.0,94,8,1473.53,0.9205124103357499, High Likelihood
15033.0,19,6,1629.1,0.9200490019997282, High Likelihood
12708.0,12,7,2031.77,0.9194597705461885, High Likelihood
14562.0,2,7,2339.88,0.9193317965055824, High Likelihood
13769.0,2,8,2176.62,0.9182638612842734, High Likelihood
15144.0,3,10,3560.84,0.9181478554863272, High Likelihood
18061.0,18,8,1793.51,0.917462806164791, High Likelihood
15974.0,5,6,2895.0099999999998,0.9170412802449663, High Likelihood
16712.0,5,8,2499.86,0.9169282293151484, High Likelihood
13090.0,46,9,4912.02,0.9167874677342295, High Likelihood
15373.0,26,9,1686.9,0.9162450712615103, High Likelihood
12472.0,49,5,4927.6,0.9156269976630996, High Likelihood
17050.0,6,6,3228.84,0.91547703366265, High Likelihood
15854.0,50,9,2393.69,0.9147207739902964, High Likelihood
12490.0,3,6,3552.59,0.9138084656065725, High Likelihood
13148.0,44,10,2789.87,0.9134612440053831, High Likelihood
13198.0,31,5,3009.18,0.9113332300289181, High Likelihood
16180.0,10,8,10254.18,0.9106496848018671, High Likelihood
14502.0,59,7,1176.01,0.9104674962770841, High Likelihood
16775.0,32,8,1174.55,0.9100216676264143, High Likelihood
16556.0,16,6,2556.37,0.9099318139856405, High Likelihood
15150.0,19,5,3569.62,0.9091774634211092, High Likelihood
13869.0,33,4,3104.95,0.9085407811370756, High Likelihood
13695.0,8,12,1767.07,0.9084767622658996, High Likelihood
13629.0,9,8,5718.36,0.907653457777214, High Likelihood
13880.0,55,8,1680.76,0.907343608518918, High Likelihood
17059.0,20,4,2250.1,0.9070103626230026, High Likelihood
17017.0,72,14,5431.28,0.9066596454476217, High Likelihood
15021.0,67,5,1119.08,0.906320777744065, High Likelihood
12766.0,59,5,4952.1900000000005,0.9063073881412912, High Likelihood
17716.0,5,7,4136.66,0.9056722342124808, High Likelihood
18225.0,23,7,2730.78,0.9056486744057209, High Likelihood
16210.0,9,11,11248.960000000001,0.9053658652183421, High Likelihood
17725.0,11,8,2507.12,0.9046954743157256, High Likelihood
12594.0,31,8,2529.9,0.903656743674964, High Likelihood
13178.0,43,8,4391.7300000000005,0.9031486862764795, High Likelihood
14388.0,1,6,2277.77,0.9030842532421395, High Likelihood
12779.0,100,7,2999.41,0.902777388106298, High Likelihood
15544.0,30,7,2772.37,0.9017995192960286, High Likelihood
14701.0,83,7,1958.28,0.9016264464114339, High Likelihood
16326.0,7,8,1537.97,0.9011721853608309, High Likelihood
17730.0,16,8,3055.77,0.9011031311675431, High Likelihood
13305.0,3,8,1471.25,0.900932096354145, High Likelihood
13742.0,72,10,2648.7200000000003,0.9007919664263527, High Likelihood
15298.0,3,7,3358.2200000000003,0.9002505023166472, High Likelihood
17419.0,54,8,2660.0,0.9000966023201501, High Likelihood
13094.0,40,10,1545.72,0.8999471269364667, High Likelihood
16265.0,21,7,4062.02,0.898584616673147, High Likelihood
14401.0,6,10,3079.38,0.8973558217273618, High Likelihood
14258.0,62,7,9386.32,0.8970942800391523, High Likelihood
16818.0,3,9,2528.47,0.8967719496928389, High Likelihood
16359.0,5,7,1411.23,0.8966149547669942, High Likelihood
13047.0,37,8,2682.01,0.895619822204815, High Likelihood
14659.0,56,6,1641.55,0.8951988836715847, High Likelihood
16638.0,9,9,1550.94,0.895194288219783, High Likelihood
17790.0,30,12,1363.51,0.8936931763427152, High Likelihood
12569.0,2,15,2167.68,0.8931787829538086, High Likelihood
15291.0,5,12,3685.02,0.8931211774339041, High Likelihood
12553.0,20,7,2419.59,0.8930255209720431, High Likelihood
16710.0,48,7,1843.89,0.8927695113979564, High Likelihood
16186.0,13,9,2696.53,0.8925519232662672, High Likelihood
16782.0,48,9,1642.3500000000001,0.8914152247401625, High Likelihood
16919.0,66,11,2596.45,0.8914104539644739, High Likelihood
16678.0,9,8,2137.3,0.8913132078525162, High Likelihood
17364.0,47,6,2633.81,0.8911858995117657, High Likelihood
16019.0,46,7,2952.25,0.8910568966632958, High Likelihood
17284.0,31,5,1494.1399999999999,0.8909543178188304, High Likelihood
17567.0,3,6,2925.45,0.8909207422159785, High Likelihood
14395.0,88,6,1966.22,0.8907963930878532, High Likelihood
12901.0,19,19,11639.470000000001,0.8901847390672302, High Likelihood
15218.0,27,8,3865.35,0.8892740644083141, High Likelihood
17858.0,26,9,3656.25,0.8892285943554571, High Likelihood
13700.0,3,8,1651.26,0.8891671066791932, High Likelihood
12600.0,23,8,1936.5600000000002,0.8883456008809787, High Likelihood
15379.0,79,7,3703.29,0.8878680866242836, High Likelihood
12476.0,51,6,3191.67,0.887852827144907, High Likelihood
16407.0,20,8,1529.62,0.8868991542356983, High Likelihood
15804.0,4,5,2554.84,0.8868464185507848, High Likelihood
12626.0,23,6,4774.0,0.8866454826742285, High Likelihood
14530.0,3,5,2546.12,0.8849624929818344, High Likelihood
13862.0,18,6,1781.3,0.8847964372416562, High Likelihood
12647.0,36,9,2886.71,0.8845638840714581, High Likelihood
17591.0,32,6,1863.17,0.8829479934217308, High Likelihood
15910.0,9,5,663.36,0.8827806160760735, High Likelihood
13327.0,23,7,2738.75,0.8818044720560888, High Likelihood
17848.0,38,8,821.5999999999999,0.8814562722015974, High Likelihood
14282.0,20,9,2495.44,0.880517358154266, High Likelihood
14903.0,35,4,2411.82,0.8804799093907127, High Likelihood
13756.0,3,8,2972.3300000000004,0.8802302243256145, High Likelihood
17091.0,8,7,2692.0,0.8798588193806154, High Likelihood
15260.0,10,7,1810.77,0.8793058711896815, High Likelihood
12744.0,55,5,14211.970000000001,0.8791782178068754, High Likelihood
14107.0,6,6,2461.94,0.879136204347957, High Likelihood
14210.0,16,6,1905.8400000000001,0.8785468888990242, High Likelihood
16553.0,73,12,5719.82,0.878472398105254, High Likelihood
13610.0,20,5,776.21,0.8780653473281484, High Likelihood
15998.0,82,3,2112.06,0.8780267233533321, High Likelihood
18260.0,83,6,2643.2000000000003,0.8778650916608809, High Likelihood
15410.0,9,7,3089.4100000000003,0.8776502265925282, High Likelihood
15521.0,5,7,2326.7799999999997,0.8774851405060168, High Likelihood
17491.0,6,6,2118.11,0.8773699259360795, High Likelihood
12395.0,22,8,1899.57,0.8771189952953211, High Likelihood
15059.0,17,7,1008.6,0.8768652880161399, High Likelihood
18144.0,20,9,2165.55,0.8761099328867377, High Likelihood
17416.0,20,5,5294.49,0.8760912652608658, High Likelihood
15058.0,35,7,1245.66,0.8755905185240902, High Likelihood
15491.0,5,6,3100.09,0.8751807807773618, High Likelihood
14329.0,19,4,3485.03,0.8747873380604567, High Likelihood
15932.0,18,6,1885.95,0.8731715936021838, High Likelihood
13599.0,67,8,2313.84,0.8721598691350618, High Likelihood
12714.0,17,4,3389.7,0.8714873683540063, High Likelihood
14825.0,38,7,1339.3700000000001,0.8713516430575531, High Likelihood
13784.0,5,9,2124.15,0.8710594448957879, High Likelihood
13266.0,23,8,2535.58,0.8709049874897227, High Likelihood
13184.0,41,9,1504.44,0.870454022144789, High Likelihood
13268.0,80,6,2150.25,0.8703850921987342, High Likelihood
13082.0,36,9,3613.63,0.8690520413960338, High Likelihood
12477.0,11,3,8834.03,0.868654043012648, High Likelihood
15281.0,47,8,2191.78,0.8681523937256281, High Likelihood
12502.0,6,5,3723.87,0.8680672765222036, High Likelihood
12705.0,68,4,4162.52,0.8670502168986021, High Likelihood
17530.0,116,6,1367.86,0.8663790253824193, High Likelihood
13993.0,11,6,2247.41,0.866339295188839, High Likelihood
13491.0,58,9,1088.45,0.8663257103780656, High Likelihood
16115.0,27,5,931.68,0.8659251668689081, High Likelihood
17400.0,36,5,2129.96,0.8657176115857481, High Likelihood
12484.0,11,4,3663.15,0.8652855720903706, High Likelihood
15606.0,29,8,2439.38,0.8652244504191098, High Likelihood
14573.0,90,9,1653.42,0.8644048171477775, High Likelihood
15235.0,128,12,2247.51,0.8638233503297996, High Likelihood
12747.0,20,8,2769.4,0.8634745479156417, High Likelihood
16592.0,47,10,2214.33,0.8632432004535784, High Likelihood
16550.0,19,5,2298.97,0.8623551005410772, High Likelihood
12481.0,90,8,4101.76,0.8612868795998175, High Likelihood
15708.0,49,6,2700.43,0.8612370279014937, High Likelihood
13117.0,32,7,841.77,0.8611324768690243, High Likelihood
13911.0,54,8,2437.63,0.8610696636949077, High Likelihood
12523.0,18,7,1017.75,0.8607956522277266, High Likelihood
12727.0,5,6,3337.7,0.8605944391910225, High Likelihood
14776.0,15,8,1862.22,0.860450460260037, High Likelihood
17114.0,49,6,603.59,0.8602265273368402, High Likelihood
17593.0,2,4,3249.14,0.8599380466082006, High Likelihood
14221.0,23,7,2617.0099999999998,0.8593152434528106, High Likelihood
17800.0,1,7,916.6,0.8589325706024344, High Likelihood
12989.0,68,8,4469.14,0.8582532588853046, High Likelihood
15129.0,17,10,2796.73,0.8579657742948191, High Likelihood
14135.0,15,10,3190.32,0.8578171266548631, High Likelihood
14078.0,12,6,1049.37,0.8578083550435155, High Likelihood
17585.0,19,4,1133.07,0.8569680925312492, High Likelihood
17377.0,36,9,2045.38,0.8566627547693035, High Likelihood
13971.0,16,6,1985.9,0.8564202573296115, High Likelihood
18219.0,59,8,1367.13,0.8543508394960889, High Likelihood
17612.0,5,5,1682.94,0.853990204140029, High Likelihood
16401.0,42,7,2455.42,0.8536040277931098, High Likelihood
14944.0,5,7,3164.19,0.8531938313022889, High Likelihood
14572.0,20,5,2089.44,0.8529481578302031, High Likelihood
17442.0,4,5,1921.69,0.8513955414788982, High Likelihood
13983.0,97,8,1681.06,0.8513383191788902, High Likelihood
14016.0,72,4,4341.21,0.8510013707209158, High Likelihood
14426.0,51,6,2885.58,0.8501852747913282, High Likelihood
16477.0,42,6,1999.26,0.8500762561683022, High Likelihood
13975.0,38,4,1497.71,0.8497346481712472, High Likelihood
17061.0,21,10,4658.83,0.8488137484995819, High Likelihood
17809.0,39,8,2856.71,0.8487771437016571, High Likelihood
16316.0,67,7,2212.81,0.8481566664900139, High Likelihood
18077.0,14,7,1670.94,0.8480955865477865, High Likelihood
17372.0,76,6,1061.13,0.8466768070825494, High Likelihood
15860.0,9,6,767.14,0.845315121944408, High Likelihood
16983.0,7,5,1190.3,0.8447482911356753, High Likelihood
17365.0,80,5,2371.01,0.8442743547478682, High Likelihood
17686.0,31,5,4589.35,0.8435983351430363, High Likelihood
18055.0,38,7,3672.86,0.8435492443080255, High Likelihood
15981.0,48,6,2458.2,0.8432422668784728, High Likelihood
16456.0,9,5,2158.37,0.8431198275855304, High Likelihood
17659.0,10,9,1653.03,0.8420053244602331, High Likelihood
16743.0,23,6,1885.8600000000001,0.8410057105053121, High Likelihood
12524.0,72,6,3122.48,0.8409263236307297, High Likelihood
17422.0,3,5,1698.97,0.8407860001801691, High Likelihood
16098.0,38,6,1712.49,0.8403500486296062, High Likelihood
14030.0,31,6,1657.5,0.8402629090280728, High Likelihood
15996.0,26,5,907.86,0.8394630734161749, High Likelihood
15632.0,32,6,2351.84,0.8389462727680976, High Likelihood
13552.0,34,9,2762.91,0.8383938143835846, High Likelihood
17191.0,5,6,1562.96,0.8379524011485365, High Likelihood
17107.0,65,3,6334.06,0.8376896123601012, High Likelihood
14049.0,69,3,3285.39,0.8375823066920832, High Likelihood
14083.0,36,7,548.92,0.8375348261736985, High Likelihood
17696.0,18,7,1915.5900000000001,0.8371174559328571, High Likelihood
13985.0,17,7,2773.04,0.8366137310793198, High Likelihood
14730.0,17,5,904.21,0.8360585172334218, High Likelihood
13901.0,18,4,2652.28,0.835446674704409, High Likelihood
15220.0,25,5,1284.05,0.8350772948567519, High Likelihood
17162.0,41,9,1463.66,0.8346709857272969, High Likelihood
14110.0,29,5,3259.62,0.8344825355813753, High Likelihood
14696.0,30,5,1458.54,0.8343004704015388, High Likelihood
12347.0,40,5,2790.86,0.8338283561087116, High Likelihood
15694.0,86,9,3305.78,0.8332551259747991, High Likelihood
14309.0,4,7,1633.7,0.8306557662908189, High Likelihood
15296.0,19,5,2599.49,0.8294338881962989, High Likelihood
